text_id,L1,source,text,n_tokens,proficiency,english_ratio,metadata_json
pelic_9635,spanish,pelic,"I'm a perfect client for Itunes store,because I listen to different kinds of music!. First,when I want to be relaxed at night I listen to classical tunes because it has a calming effect. Also,I listen to bossa nova music in the morning,because it is essential to start the day with inspirational music. Finally,I prefer to listen to pop music when I do excersice. Although most people find it annoying and boring,for me pop music is lively.",76,B1,1.0,"{""anon_id"": ""fa2"", ""gender"": ""Female"", ""level_id"": ""3"", ""course_id"": ""212"", ""version"": ""1"", ""text_len_nltk"": ""83""}"
pelic_9637,spanish,pelic,"In these days, United States have had the control of the world; therefore, this is the most powerful country in the world. Also, the country has a god economy and there are too many opportunities for the people, so there are three main reasons why I decided to live in the U.S.: to learn English, to study in a good university and to get a good job. 

One of the main reasons to live in the US is to learn English. I have studied English in my country and it's good, but if I want to speak English better, I need to practice with Americans. In addition, I can enter to a good school of English like the ELI and to meet new people and make a lot of friends. 

The second reason is to study in a good university. The United States have the best universities like Harvard, Stanford, University of Pittsburgh, Carnegie Mellon and more. If you study here, you can be more prepared, but sometimes study here is too expensive. In this case, you can get a scholarship (if you are a good student) and it's easier to pay the expenses. 

My last reason to live in the US is to get a good job. I can find a good job because United States have a great economy, so, the jobs are paid very well. 

These are only a few reasons to live in the US but can have more, although sometimes it's difficult to be far of your family or your friends. I know that if you do an effort to be more prepared you will have more success in the life.",276,B1+/B2,1.0,"{""anon_id"": ""ae4"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""227"", ""version"": ""1"", ""text_len_nltk"": ""280""}"
pelic_9707,spanish,pelic,"Having a pet is a lot of work but very rewording. First, you have to feed and water them. Second, you have to walk and play with them . Also, they always give you love. In addition, they always wait for you when you arrive home. Most importanly they always remain faithfull even when you are angry with them.",59,B1,1.0,"{""anon_id"": ""fa2"", ""gender"": ""Female"", ""level_id"": ""3"", ""course_id"": ""223"", ""version"": ""1"", ""text_len_nltk"": ""58""}"
pelic_9709,spanish,pelic,"The Pets

 I like the pets, especially the dogs. There are many kinds of pets, for example dogs, cats, birds, rabbits, etc. I think that the pets are good company for the people. Also, the pets sometimes they can care us. The pets are funny; we can do some kind of activities with it like run, play, etc. Another thing, I think that the pets can understand us, when we talk with it. Also the pets are used in therapies for people that have some kind of illness. For that I think that the pets have a good effect in the people.",102,B1,1.0,"{""anon_id"": ""cw2"", ""gender"": ""Female"", ""level_id"": ""3"", ""course_id"": ""223"", ""version"": ""1"", ""text_len_nltk"": ""102""}"
pelic_10521,spanish,pelic,"I am sorry for send you the homework at this time but really I didn't have mind to do it. 


Outlines

Effects divorce
Legal divorce
Emotional problem
Depress
Lonely
Sad
Problems
Money 


THE EFFECTS OF DIVORCE 

More than half of all marriages in the United States end in divorce. This is one of the most stressful life events a person can experience."" The decision to divorce is typically made with ambivalence, uncertainty and confusion"". The effects of divorce can be hazardous to the group who experiment this crisis for example, they probably have legal problems, emotional problems or economic problems.

First at all the legal divorce is one of the most important objects that the divorce people need to resolve. That means the legal purpose of divorce is to allow individuals to marry again, to start a new life, to cut the umbilical cord with your ex wife. If they don't have children almost certainly this part of the divorce can be less difficult than with children. Because when you have children you need to set up a parenting plan, including who life the most of the time with them or joint custody. If they want fight for sole custody, which means ""that the children live with only one of the parents most of the time, and that parent will make most of the parenting decisions"". Then they need to decide what you do with everything that you have, for example, furniture, properties, money, kitchen stuff and devices. Finally they need to cancel bank accounts, credit cards and bills that their share.

Second the emotional problem can be the most hazardous and stressful life events. They may experience feelings of denial, anger, bargaining, depression, and finally acceptance. But this process isn't only produces those feelings, occasionally they can feel guilty, lonely, unhappy and committer suicide. This part of divorce is very difficult to manage because sometimes they need professional help like psychologist or psyquiatrics and accept this, some of them can resolve this problem alone but the third group that need help and don't look assist can destroy their life. That means they start to have troubles in their jobs, their study, increase risk of alcohol abuse and frequency lose social contact with friends or family.

The third problem can be the economic divorce. This trouble can be dividing in two, one of them is when they need to maintain two houses, that imply more work, more stress, and more everything and they require more money for that. And second if they don't need to maintain other house probably they want to buy or rent another place to live, acquire furniture, kitchen stuff and devices and again they need more money. Some people prefer to return to their family homes to avoid this economic problem while they have money to start a new single life.

In conclusion, the divorce changes the life in different ways like emotional or economic and if they don't know how to manage this kind of changes probably they have a lot of troubles in their life.",511,B1+/B2,1.0,"{""anon_id"": ""cn9"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""228"", ""version"": ""1"", ""text_len_nltk"": ""517""}"
pelic_10522,spanish,pelic,"It is depend of the country. In my country you usually don't throw away something usable because first you probably don't have money to change it and second because we have a lot of poor people who need this usable things and you prefer give it to them.

In this country is very normal to throw away items that you can use again. Probably the American people can buy everything they want and change everyday thier furniture or devices and they don't have a lot of space to keep this kind of things and they prefer throw away for who want or who need to use.

For example people like me love this kind of culture because I can save money pick this things up: Last year I found an air aconditioner and a desk in very good condotions, and I use the air acondition in summer and study every day at this desk. It is possible if I didn't find this items I had needed to expend more than 200 dollars buying this items.

Another example, if you read the book that people found a lot of expensive items and they enjoy this follows.I think this is the culture and if you can save money and progress, you can do it pick the things up if you need it.",220,B1+/B2,1.0,"{""anon_id"": ""cn9"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""217"", ""version"": ""1"", ""text_len_nltk"": ""224""}"
pelic_10523,spanish,pelic,"PETS


 I like pets because I think that are so cute. There are many kinds of pets that we can have, for example dogs, cats, birds rabbits, etc. There are pets for all kind of people. I think that the pets are good company for the people, specialty when someone lives alone. Also, pets sometimes can take care of us. Pets are funny; we can do some kinds of activities whit them like run, play, competitions and more. Another thing I think is that pets can understand us, when we talk with them. In addition some kinds of pets are used specially for to take care of children. Also, pets are used in therapies for people that have some kinds of illness. For that I think that pets have a good effect on the people.",135,B1,1.0,"{""anon_id"": ""cw2"", ""gender"": ""Female"", ""level_id"": ""3"", ""course_id"": ""223"", ""version"": ""1"", ""text_len_nltk"": ""135""}"
pelic_10711,spanish,pelic,"United States is one of the most important countries in the world and has too many opportunities for the people such as: good jobs, excellent education, good medical services (although too expensive) and the things like clothes, cars, food are cheaper than other countries because there is a good economy. Also, there are a lot of beautiful places to live like Pittsburgh, Washington, Seattle, New York, etc. But for me, the three main reasons why I decided to live in the US are: to learn English, to study in a good university and to get a good job.

One of the main reasons to live in the US is to learn English. I have studied English in my country and it's good, but if I want to speak English better, I need to practice with people that speak English too. I think that learn English is the most important reason because if I want to do more things here, the communication is the most important thing. And why did I choose the US? Well, this is because I'm from Mexico and is easier for me to move here than other country.

My second reason to live here is to study in a good university. The United States has the best universities in the world like Harvard, Stanford, University of Pittsburgh, Carnegie Mellon and more. I want to study in a university from the US because the education is better than in my country and I can be more prepared, so I can find a better job. But, sometimes for foreign students study here is too expensive. In this case, you can get a scholarship (if you are an excellent student) and it's easier to pay the expenses. 

My last reason to live in the US is to get a good job because I learned English and studied in a good university. I prefer to work in the US rather than in Mexico because the salary is better paid in the United States. Also the economy is stronger and I can gain in dollars. 

These are only a few reasons I have to live in the United States but can have more, although sometimes it's difficult to be far of your family or your friends. I know that if you do an effort to be more prepared you will have more success in the life.",394,B1+/B2,1.0,"{""anon_id"": ""ae4"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""227"", ""version"": ""1"", ""text_len_nltk"": ""398""}"
pelic_10716,spanish,pelic,"Essay: The effects of culture shock

Culture Shock is not a clinical term or medical disruption. It is simply a way to describe the nervousness and confusion feel that a person can undergo when leaving a culture that is familiar to him or her to live in a completely different culture. Consequently, when one moving to a new place, you must face many changes. For many people, these changes can be overwhelming and negative, but in my opinion, these changes can also be exciting and stimulating. In addition, culture shock is a great opportunity to learn and acquire new perspectives, and it has had several positive effects on me during my stay in ELI; for example: I have developed a better understanding of myself, learned customs of other countries and stimulated my personal creativity.
Developing a better understanding of myself has been a very positive effect for my personality. I do not feel forced to change who everything what I am, because of the fact that I am in a new culture. Instead of forgetting my culture, I have been able to assimilate a new one. I have been open mind it to know the new things and to do them. I have identified the things that are equal and those that are different; and remembered that the variety is what makes people interesting. The fact that I am experiencing a new culture does not mean that I am the only one that must learn something. Now, I want to show to other people my own culture. It is possible that they do not know much about my culture. This also will help them to know more about me. For example, I have invited them to my house to enjoy typical dishes of my country, and they told me that these dishes were very good and they were surprised about the way that I made them. Some of them wanted some recipes about some foods, and they cheer me up, and now I am more confident about my culture and myself. I have kept in mind that all my experiences life is part of my personality and for this reason I am a special person.
Another effect was to learn customs of other countries. It helped me to face the anxiety that arises from the transfer to a new place. However, I have learned things about the other countries, and it has been easier for me to feel comfortable. I have researched about what people do for fun, observed how people interact with others and what they consider important. Also, I have obtained more information watching television and movies. These mass media has helped me to learn the formal language and the colloquial one; and I have been even allow starting a conversation and making new friends. The subjects of conversation, the way in which they are expressed and the importance that they give to certain ideas can differ enough of what I am accustomed to. For example, in my culture when we say good bye we kiss each other on the cheek, and in USA people do not do that. However, I do not have to like everything what I have discovered of the new culture, but when I have known what people mean when they are using certain phrases or why they dress a in a particular way, I have begun to feel much better.
Many people that emigrate from other countries have the ability to positively confront the obstacles of a new environment and they have stimulated their personal creativity like I did. For example, I have developed a hobby for scrapbook. Soon afterward, I have been thinking to establish a new company in my country that it specializes in articles to do scrapbook, and it is as a result of that I learned more about scrapbook. Furthermore, I have learned to be constructive and be gentle to myself. When I began to adapt to the new culture; immediately, I began to develop abilities that I was not known before and could establish new objectives in my own life 

The key to overcome culture shock is to understand the new culture and to find the way to live comfortably in it while I stay loyal to the values of my own culture. Is important that I be myself; I am not forced to change too fast or to change too many things at the same time. Everybody must face changes in their lives and perhaps it seems to me that I must go through more changes than the average person. I remembered that I will not have problems as long as you manage to maintain what is important to me and, I am able to obtain a good combination of the new and the old. The most important things that I have done are: relax, rest, keep an open mind, and have fun!!!!",816,B1+/B2,1.0,"{""anon_id"": ""dc6"", ""gender"": ""Female"", ""level_id"": ""4"", ""course_id"": ""227"", ""version"": ""1"", ""text_len_nltk"": ""816""}"
pelic_10734,spanish,pelic,"I have a friend who loves to play baseball. My friend, whose name is Agustin, is from Mexico. Sometimes he invited me to play baseball but I don't like it. In Agustin's house, that has a very big yard, all of my friends went to play baseball or soccer. Now, he lives in Toronto and I live in Pittsburgh. Toronto is a city which is in Canada but is very near from Pittsburgh. The next month I'm going to visit him there, but first I will go to New York and Washington which are to 5 or 6 hours from Pittsburgh.",101,B1+/B2,1.0,"{""anon_id"": ""ae4"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""260"", ""version"": ""1"", ""text_len_nltk"": ""102""}"
pelic_10764,spanish,pelic,"My Future plans.


 I want to do a lot of things. First I am going to finish my ELI class. After that I will back to Mexico. In Mexico, I might look for a god job. Also I may put my own business. I don't know exactly what kind of business but I have some ideas. After that I might to be able to learn Portuguese. Another thing is I could go to Ecuador and Colombia for visit my friends. I have many plants and I hope that I could do everything. Finally I will be with my family. These are some of thing that I could do.",108,B1,1.0,"{""anon_id"": ""cw2"", ""gender"": ""Female"", ""level_id"": ""3"", ""course_id"": ""256"", ""version"": ""1"", ""text_len_nltk"": ""109""}"
pelic_10770,spanish,pelic,"In december I'm going to Italy for two weeks I'm excited!There are a lot of places I may visit, I could visit Roma ,Florencia ,Venecia and Milan, but I might not have time ,for these reason I'm going to call my friend Angelo who live in Rome , maybe he could help me to decide what places to visit. If Angelo thinks two weeks aren't enough I may change my ticket, however I already bougth my ticket and migth not be able to change it.",85,B1,1.0,"{""anon_id"": ""fa2"", ""gender"": ""Female"", ""level_id"": ""3"", ""course_id"": ""256"", ""version"": ""1"", ""text_len_nltk"": ""89""}"
pelic_10808,spanish,pelic,"I have a good friend who lives in Madrid, and she is my second best friend. She has a cousin who is my first best friends. Both, My friend and I share the same birthday which is in February seven. Mary is one of that people that says friendship is for a whole life, and I really like when she said that, because I think the same. We have lot of similarities which keep us together for a long time. Mary, whose hobbies are the same of mine, says that maybe in another life we were sister or twins. Despite the fact that Mary is my second best friend, she has a dog who bothers me, because it barking me a lot. Mary built a dog's house that is wild and I think that god does not deserve that house. However, I love my friend and I miss her.",149,B1+/B2,1.0,"{""anon_id"": ""dc6"", ""gender"": ""Female"", ""level_id"": ""4"", ""course_id"": ""260"", ""version"": ""1"", ""text_len_nltk"": ""150""}"
pelic_10830,spanish,pelic,"I have a good friend who lives in Madrid, and she is my second best friend. She has a cousin who is my first best friend. Both, My friend and I share the same birthday which is in February seven. Mary is one of that people that says friendship is for whole life, and I really like when she said that, because I think the same. We have lot of similarities which keep us together for a long time. Mary, whose hobbies are the same of mine, says that maybe in another life we were sister or twins. Despite the fact that Mary is my second best friend, she has a dog who bothers me, because it is barking me all the time. Mary built a dog's house that is wild and I think that dog does not deserve that house. However, I love my friend and I miss her.",150,B1+/B2,1.0,"{""anon_id"": ""dc6"", ""gender"": ""Female"", ""level_id"": ""4"", ""course_id"": ""260"", ""version"": ""2"", ""text_len_nltk"": ""151""}"
pelic_10852,spanish,pelic,"Effects of divorce

Legal divorce

Emotional problems

Depress

Lonely

Sad

Problems

Money



THE EFFECTS OF DIVORCE

More than half of all marriages in the United States end in divorce. This is one of the

 most stressful life events a person can experience. Coleman and Morgan (2002) stated,

 ""The decision to divorce is typically made with ambivalence, uncertainly and 

confusion"". The effects of divorce can be hazardous to the group who experiences this

 crisis; for example, they probably have legal problems, emotional problems or economic

 problems.


First, at all the legal divorce is one of the most important items that the divorced people 

need to resolve. That means the legal purpose of divorce is to allow individuals to marry 

again, to start a new life, to cut the umbilical cord with your ex wife or husband. If they 

don't have children almost certainly this part of the divorce can be less difficult than with 

children, because when you have children you need to set up a parenting plan, including 

joint custody or sole custody, the amount of each parents give to maintain their children, 

etc. Joint custody means that the parents share the decisions about their children and sole 
custody means the children live most of the time with one parents and he or she make the 

decisions about the children. Then they need to decide what they do with everything that 

they have; for example, furniture, properties, kitchen items and devices will need to be 

divided. Finally they need to cancel bank accounts, credit cards and bills that they share.


Second, the emotional problem can be the most hazardous and stressful life event. ""The 

may experience feeling of denial, anger, then go through bargaining, depression, and 

finally acceptance"" (Coleman and Morgan 2002). But this process doesn't only produce 

those feelings; occasionally they can feel guilty, lonely, unhappy and commit suicide. 

This part of divorce is very difficult to manage because most of them probably require 

professional help like psychological help and accept this, for otherwise some of then have 

the capacity to resolve alone their problems and can continue their lives. When some of 

them don't want help and don't have the capacity to resolve their troubles, this affects 

their jobs, their study, increase risk of alcohol abuse and frequently lose social contact 

with family and friends. 



The third problem can be the economic divorce. This trouble can be divided in two; one 

of them is when they need to maintain two houses, which imply more work, more stress, 

and more effort to find money to resolve that. And second, if they don't need to maintain 

another house probably they need to buy or rent another place to live, acquire furniture, 

kitchen items, and devices and again they need more money. Some people prefer to 

return to their family homes to avoid this economic problem while they save money to 

start a new single life.


In conclusion, divorce changes the life in different ways like emotional or economic and 

if they don't know how to manage these kinds of changes probably they will have a lot of 

troubles in their life.



Reference:

1.Coleman, Marylin and Morgan, Marni. Focus on Families. Divorce and Adults. 2002. 
 6 July 2007. <ANON_URLPAGE.>",538,B1+/B2,0.9692307692307692,"{""anon_id"": ""cn9"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""228"", ""version"": ""3"", ""text_len_nltk"": ""540""}"
pelic_10853,spanish,pelic,"It is depend of the country. In my country you usually don't throw away something usable because first you probably don't have money to change it and second because we have a lot of poor people who need this usable things and you prefer give it to them.

In this country is very normal to throw away items that you can use again. Probably the American people can buy everything they want and change everyday thier furniture or devices and they don't have a lot of space to keep this kind of things and they prefer throw away for who want or who need to use.

For example people like me love this kind of culture because I can save money pick this things up: Last year I found an air aconditioner and a desk in very good condotions, and I use the air acondition in summer and study every day at this desk. It is possible if I didn't find this items I had needed to expend more than 200 dollars buying this items, in the text Stephanei Erbes did the same like me because she save a lot of money when she pick up a lot of stuffs for the twins.

Sometimes the people pick up thing that they don't need like the piano that kruger found or the cashmere sweaters that Marylyn found too, this kind of things it is more for placer than for necesity, I prefer to pick up things that I need for two reason first because I don't have space to have it, and second because if you don't need it probably you don't use it.",273,B1+/B2,1.0,"{""anon_id"": ""cn9"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""217"", ""version"": ""2"", ""text_len_nltk"": ""280""}"
pelic_10855,spanish,pelic,"Outline

Bad habits
Abuse
Infidelity
Smoking tobacco
Alcoholism


KIND OF BAD HABITS


Bad habits engross a large number of items like heavy drinking, swearing, indecency, arguing, overeating, spitefulness, abuse, malice, smoking, cheating, bad smells, etc. More of these bad habits can be normal in different societies, for this reason sometimes are very difficult to explain because someone can be interpreted in different way these concepts. In many cases more of these items can have a relationship between them; for example : A woman who suffer abuse, her husband probably is an alcoholic, use tobacco or any kind of drugs or has another woman. In this article I write about the four items that I think are the most important topics to develop in bad habits comportment like abuse, infidelity, smoking and alcoholism. 

The first topic that I want to develop is abuse. Domestic abuse between spouses or partners is when one person in the relationship tries to control the other person. The victim of domestic abuse or physical abuse can be a man or a woman. The person who produces the abuse can use intimidation, humiliation, mortification, degradation, deprivation or sometimes physical injury. There are a lot of types of abuse like physical abuse, verbal abuse, sexual abuse, financial abuse, spiritual abuse or stalking. Despite of every item is very important, I think the most dangerous abuse is physical abuse because a lot of women die for this reason; for example, in the United States more than three thousand women die per year. Different types of physical abuse are pushing, hitting, beating, kicking, assault with a weapons, burning, etc. I don't know where or when this problem started but one of the hypotheses is what the person who commitment the abuse could be suffered abuse or grew up in a family where existed abuse or sometimes this person doesn't have history about abuse.

The second important topic about bad habits is infidelity or cheating. Lot countries like Colombia, United States or Mexico have an increase in the number of divorce due to infidelity. The number and statistic about this produce scare; for example: 17% of divorces in the United States are caused by infidelity, 22% of married men and 14% of married women have had affairs at least once during their married lives and up to 37% of men and 22% of women admit to have affairs. What it means? Why is the cause of infidelity? Or why you are looking another woman or man if you have everything in your home? These are very difficult questions to answer because if you ask to someone why he or she do this, probably you find a lot of different answers, like I don't know, I have a lot of temptations, I am boring in my relationship; it is the human being nature or only for placer. The infidelity increases day by day and probably we don't have nothing to do to avoid this.

The third but no least important topic is smoking or tobacco use. The purpose of this article is not to write about the effects that the tobacco produce in your health like heart disease, lung disease or how many people die per year for causes of tobacco, it is about the bad habit to smoke. The smoker smells bad, his clothes smells terrible, his teeth change the white color to yellow color. Everybody around the smoker feels that they can smoke too because they are passive smokers inhaling the smoke, at meantime when you go to a close place like a bar your clothes and everything smells like a cigarette. This bad habit is accepted socially because the industries of cigarettes have a lot of power and expend a lot of money in publicity as a result they need to recover this money. I think the anti-smokers laws needs to change to protect everybody who don't smoke 

The last point is alcoholism. This point is very crucial because the alcohol involve much harm; for example, it is very dangerous to the community when someone drive under alcohol influence, he is at risk to suffer an accident or produce an accident, kill people and destroy propriety like his cars, other cars, houses, etc. Other problems are the relation about alcohol, abuse, tobacco and infidelity. Most of the abusers are under influence of alcohol, they can not control themselves and their impulses, and therefore this is a huge trouble for the people around them. They combine alcohol with tobacco or sometimes with other drugs, they change their comportment and start to look someone to commit infidelity and probably finish with an accident or abuse. This is why in this moment around the world are a lot of campaigns against alcohol, to try to reduce accidents, dead, abuse and destruction.

In conclusion, bad habits like abuse, infidelity, smoking tobacco or alcoholism are a great world dilemma and that items need to control as soon as possible to avoid more troubles and create a better place to live for everybody.",838,B1+/B2,0.95,"{""anon_id"": ""cn9"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""228"", ""version"": ""1"", ""text_len_nltk"": ""838""}"
pelic_10869,spanish,pelic,"I miss my dogs.I have seven dogs in Paraguay, but here in the USA I can't have a dog because I live in an appartment and the management company does not permit a pet.My home in Paraguay has a big yard, so for this reason it's easy to have seven dogs!!.Here my appartment is little and I don't have a yard.The next year I'm going to move to a new house and maybe I can bring some of my dogs from Paraguay.If want to do this I have to be sure if is permited to bring pets by airplane.I really I like the idea of not having to miss my dogs!",111,B1,1.0,"{""anon_id"": ""fa2"", ""gender"": ""Female"", ""level_id"": ""3"", ""course_id"": ""223"", ""version"": ""1"", ""text_len_nltk"": ""121""}"
pelic_11044,spanish,pelic,"Smells Sell!!!

 In my personal experience, I think that smell can change our mood and to entice you to do something,for example when I go to the supermarke I perceive a smell some especific aroma inside of the store especially in the food seccion. The smell sometimes is like bread or cinnamon, but normally is fake odor, because when I go to the seccion food there isn't nothing whit this smell, but once being there I can avoid to buy something like bread.For these reason I think that smell led by the nose, and you walk into a odor trap.",100,B1,1.0,"{""anon_id"": ""cw2"", ""gender"": ""Female"", ""level_id"": ""3"", ""course_id"": ""212"", ""version"": ""1"", ""text_len_nltk"": ""103""}"
pelic_11136,spanish,pelic,"Outline

Age
Physically
Careers 
Feelings 
Emotions
Intelligent
Life


MY BROTHER AND I.


My brother and I have an extraordinary relationship. We are brothers and friends. We lived together almost 30 years and we share our success or our failures. To avoid misunderstandings, I talked with my father to help me how can I compare me with my brother. We have our similarities like our eyes, our careers, our feelings and emotions, and our differences, for example: physical differences, the way that we can see the life, how to express our emotions, etc. It was only after looking in my mind and talked with my father that I can find the differences and similarities between him and me and then write this essay about us.

At first, it seems that my brother and I haven't a lot in common, but we share some similarities that I try to explain. For example physically we have the same eye color, the same eyebrows, and if you take a picture, only to this part of our body you can not find the difference between both. My father is a doctor, my brother is a doctor and I am a doctor too. We have the same way to make friends. We have a special charisma that the other people like and this is why we have a lot of friends. The way to how express my feelings and emotions are the same as my brother, we enjoy the music, we are very happy when we can joint together, we share with my father the most spectacular moments in our life and I think in this time of my life we are most friends than the other time.

At meantime, we have a lot of differences probably more than similarities but this is why we are partners. Despite, we have the same eyes, other characteristics are very different, for example I am taller than him, he is thinner than me and he is older than me. To the other side, he is more intelligent and smarter than me. When we were young, we study at the same high school and always his scores were higher than my scores. In contrast, my scores at the university were better than his scores but that are not means nothing about the intelligent because when we finished our medical school he decided to follow ophthalmology, better life, more money, free weekends and doesn't have night shift. On the other hand, I choose surgery, worse life, less money, a lot of night shift and only one free weekend at month. This is why he is and will be more intelligent than me. Other difference between both are the way that how we see the life. To my brother the life is great, he wake up every morning happy without stress and he looks the best way to enjoy everyday. Although, I always smile but that doesn't mean I am ok, everyday I need to find a motive to worry, always think about the negative side of the life. He is very calm, tranquil, serene, peaceful and diplomatic but I am the opposite side, I am stressful, demanding, tense, worrying and anxious. Finally, he stopped to study and started to enjoy his life while I continue studying and waiting when I can start to enjoy my life.

In conclusion, when you read this essay immediately you think how these two brothers have an extraordinary relationship if they are very different? This is the point; our relationship is excellent because we are very different, each one is the complement to the other, we belong to the different side of the coin, we can discuss each topic without any problem and we help each other to find a solution to our troubles.",628,B1+/B2,1.0,"{""anon_id"": ""cn9"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""228"", ""version"": ""1"", ""text_len_nltk"": ""630""}"
pelic_11298,spanish,pelic,"The city where I lived in Mexico is called ""Los Mochis"". This is a small city in the north coast of Pacific Ocean. Some people, who are the same age than me, think that the city is very boring but for me it's a good place to live. In this city, which is near the beach, you can relax because is a small city and it's a quiet place. But, if you compare Mexico City, which is the biggest city in Mexico, you can have more fun although the life is more stressing. Now, I will move to Mexico City to study the university and I'm going to live with my aunt, who also lived in Los Mochis before.",119,B1+/B2,1.0,"{""anon_id"": ""ae4"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""260"", ""version"": ""1"", ""text_len_nltk"": ""122""}"
pelic_11300,spanish,pelic,"Title: ""Road tri: ways to travel cheap""
Author: ANON_NAME_0 Shoenkopf
Source: ANON_URLSITE

This article is about some advices when you want to travel to another city. The advices are about how to travel cheap and have fun. 

Some of the advices are eat cheap food. For example, if you prepare your food instead of eat in a restaurant, you can save some dollars. Also, if you camp some days you could save some money because sometimes the hotel is expensive.

Finally, the most important in a trip is the city. You have to choose a cheap city for example, Utah, Montana, and Tennessee. If you choose a city like New York it can be very nice but you would spend a lot of money because it is an expensive city to take vacations. 


chunk:(noun) a short thick piece or lump
ameliorate: (verb)to make better or more tolerable",147,B1+/B2,1.0,"{""anon_id"": ""ae4"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""216"", ""version"": ""1"", ""text_len_nltk"": ""151""}"
pelic_11303,spanish,pelic,"Title: Neighbors say party goes on in Oakland
Author: Rich Lord
Source: Pittsburgh Post Gazette 
Date: July 13, 2007

The article is about Neighbors of Oakland express that the student's parties keeps happening without stopping and they complaint by noise, offensive words and so on. These events have been increased in these days without any result to decrease them.
The neighbors wish Police and the University of Pittsburgh took serious action to avoid that these events continue affecting the peace of the neighborhood which is located near to Pitt. Furthermore, they say that Police and Pitt officials, must apply disciplinary sanctions for those who participate and execute these annoying and noisy celebrations. On the other hand, some students think that complaints had been exaggerated and neighbors only want to take the revenge from them by smaller events that have been occurred, but that have created resentments. In fact, some of these complaints could not have been proven and the police has rejected to make reports because they don not have witnesses and is impossible to prove the acts.
Mayor Luke Ravenstahl's administration talked universities into animate to their student to maintain a good behavior inside and outside of campus. Also, he suggests to work with community groups and to make sure that the conduct code is fulfilled by the students who live in campus, since community group can be effective to foment the security and peace of the city. In conclusion, University Officials think that this situation can be getting better.

Words:
Hesitate: Verb. To pause before doing or saying something because you are uncertain.
Witness: noun. Someone who describes in a court of law what s/he knows about a crime.",281,B1+/B2,1.0,"{""anon_id"": ""dc6"", ""gender"": ""Female"", ""level_id"": ""4"", ""course_id"": ""216"", ""version"": ""1"", ""text_len_nltk"": ""282""}"
pelic_11313,spanish,pelic,"I was born in Maracaibo, where the sunshine is your company during all year, and almost all day. Maracaibo is a city, where you can find air condition in everywhere, because it is the hottest city of Venezuela. I lived in a neighborhood, which was quiet and very safe. I remember to my little friends who are very funny. My friends, whom I spent the most of the time play with, were good students. Sometimes, we studied together in my bedroom where we also danced. I also remember the day when my mother cooked my favorite dish. I was so happy. My sisters, with whom I have a nice relationship, are good persons.
 I lived with my parents a large period of time, but when I was 18, I get married and I moved to my own house. Then, when I was 20, I got back to my parent's house, which is beautiful and comfortable. After that, I got a job with Elmor Laboratories, and when I had 5 months working with, they gave me a new position. I had to move to Caracas, where Elmor has it headquarter. My apartment is located in Caracas, which is the capital of Venezuela. This city, whose weather is perfect, has beautiful mountains. But in Caracas, where the traffic is a jam, I never can be on time for an appointment, and this situation is driving me crazy when I have to visit my customers.",242,B1+/B2,1.0,"{""anon_id"": ""dc6"", ""gender"": ""Female"", ""level_id"": ""4"", ""course_id"": ""260"", ""version"": ""1"", ""text_len_nltk"": ""240""}"
pelic_11328,spanish,pelic,"Title: Neighbors say party goes on in Oakland
Author: Rich Lord
Source: Pittsburgh Post Gazette 
Date: July 13, 2007

The article is about Neighbors of Oakland express that the student's parties keeps happening without stopping and they complaint by noise, offensive words and so on. These events have been increased in these days without any result to decrease them.
The neighbors wish Police and the University of Pittsburgh took serious action to avoid that these events continue affecting the peace of the neighborhood which is located near to Pitt. Furthermore, they say that Police, and Pitt officials must apply disciplinary sanctions for those who participate and execute these annoying and noisy celebrations. On the other hand, some students think that complaints had been exaggerated, and neighbors only want to take the revenge from them by smaller events that have been occurred, but that have created resentments. In fact, some of these complaints could not have been proven and the police has rejected to make reports because they don not have witnesses and is impossible to prove the acts.
Mayor Luke Ravenstahl's administration talked universities into animate to their student to maintain a good behavior inside and outside of campus. Also, he suggests to work with community groups and to make sure that the conduct code is fulfilled by the students who live in campus; since community group can be effective to foment the security and peace of the city. In conclusion, University Officials think that this situation can be getting better.

Words:
Hesitate: Verb. To pause before doing or saying something because you are uncertain.
Witness: noun. Someone who describes in a court of law what s/he knows about a crime.",281,B1+/B2,1.0,"{""anon_id"": ""dc6"", ""gender"": ""Female"", ""level_id"": ""4"", ""course_id"": ""216"", ""version"": ""2"", ""text_len_nltk"": ""282""}"
